Papeleria La Grandiosa
Reporte anual de ventas 2018

Fecha	Cuenta	Depto	Suma
11/12/2018	64010	150	$46.23
11/12/2018	65540	110	-$181.56
11/12/2018	65550	110	-$20.94
11/12/2018	65570	110	-$3.86
11/12/2018	65590	110	-$3.18
11/12/2018	65600	110	-$14.74
11/12/2018	65610	110	-$30.24
11/12/2018	65690	110	-$41.19
11/12/2018	65700	110	-$19.64
11/12/2018	65710	110	-$724.19
11/12/2018	65730	110	-$1.18
11/12/2018	65740	110	-$570.13
11/12/2018	65750	110	-$762.41
11/12/2018	65760	110	-$8.80
11/12/2018	66020	130	-$61.48
11/12/2018	66040	130	-$3.52
11/12/2018	66050	130	-$41.27
11/12/2018	66070	130	-$0.93
11/12/2018	66080	130	-$2.84
11/12/2018	66090	130	-$6.05
11/12/2018	66100	130	-$6.22
11/12/2018	66110	130	-$0.59
11/12/2018	66120	130	-$2.17
11/12/2018	66130	130	-$88.40
11/12/2018	66510	140	-$6.63
11/12/2018	66520	140	-$4.81
11/12/2018	66530	140	-$14.16
11/12/2018	66550	140	-$59.39
11/12/2018	68050	170	$2.72
11/12/2018	68060	170	-$59.55
12/12/2018	61510	150	-$86.05
12/12/2018	61520	150	-$501.64
12/12/2018	61530	150	-$36.43
12/12/2018	61540	150	-$1.67
12/12/2018	61550	150	-$134.48
12/12/2018	61560	150	-$3.88
12/12/2018	61570	150	-$148.44
12/12/2018	62010	150	-$405.47
12/12/2018	62020	150	"-$1,405.05"
12/12/2018	62099	150	$12.35
12/12/2018	62510	120	-$277.29
12/12/2018	62520	120	-$183.04
12/12/2018	62530	120	-$35.62
12/12/2018	62550	120	-$21.62
12/12/2018	62560	120	-$1.45
12/12/2018	63050	150	-$15.12
12/12/2018	64000	150	$188.91
12/12/2018	64010	150	$61.64
12/12/2018	65540	110	-$242.08
12/12/2018	65550	110	-$27.92
12/12/2018	65570	110	-$5.14
12/12/2018	65590	110	-$4.23
12/12/2018	65600	110	-$19.66
12/12/2018	65610	110	-$40.32
12/12/2018	65690	110	-$54.92
12/12/2018	65700	110	-$26.19
12/12/2018	65710	110	-$965.59
12/12/2018	65730	110	-$1.58
12/12/2018	65740	110	-$760.17
12/12/2018	65750	110	"-$1,016.54"
12/12/2018	65760	110	-$11.74
12/12/2018	66020	130	-$81.98
12/12/2018	66040	130	-$4.69
12/12/2018	66050	130	-$55.02
12/12/2018	66070	130	-$1.24
12/12/2018	66080	130	-$3.78
12/12/2018	66090	130	-$8.06
12/12/2018	66100	130	-$8.30
12/12/2018	66110	130	-$0.78
12/12/2018	66120	130	-$2.90
12/12/2018	66130	130	-$117.87
12/12/2018	66510	140	-$8.84
12/12/2018	66520	140	-$6.41
12/12/2018	66530	140	-$18.87
12/12/2018	66550	140	-$79.18
12/12/2018	68050	170	$3.63
12/12/2018	68060	170	-$79.40
13/12/2018	61510	150	-$69.32
13/12/2018	61520	150	-$404.10
13/12/2018	61530	150	-$29.34
13/12/2018	61540	150	-$1.34
13/12/2018	61550	150	-$108.33
13/12/2018	61560	150	-$3.12
13/12/2018	61570	150	-$119.58
13/12/2018	62010	150	-$326.62
13/12/2018	62020	150	"-$1,131.84"
13/12/2018	62099	150	$9.95
13/12/2018	62510	120	-$223.38
13/12/2018	62520	120	-$147.45
13/12/2018	62530	120	-$28.70
13/12/2018	62550	120	-$17.41
13/12/2018	62560	120	-$1.16
13/12/2018	63050	150	-$12.18
13/12/2018	64000	150	$152.18
13/12/2018	64010	150	$49.65
13/12/2018	65540	110	-$195.01
13/12/2018	65550	110	-$22.49
13/12/2018	65570	110	-$4.14
13/12/2018	65590	110	-$3.41
13/12/2018	65600	110	-$15.83
13/12/2018	65610	110	-$32.48
13/12/2018	65690	110	-$44.24
13/12/2018	65700	110	-$21.10
13/12/2018	65710	110	-$777.84
13/12/2018	65730	110	-$1.27
13/12/2018	65740	110	-$612.36
13/12/2018	65750	110	-$818.88
13/12/2018	65760	110	-$9.46
13/12/2018	66020	130	-$66.04
13/12/2018	66040	130	-$3.78
13/12/2018	66050	130	-$44.32
13/12/2018	66070	130	-$1.00
13/12/2018	66080	130	-$3.05
13/12/2018	66090	130	-$6.50
13/12/2018	66100	130	-$6.68
13/12/2018	66110	130	-$0.63
13/12/2018	66120	130	-$2.34
13/12/2018	66130	130	-$94.95
13/12/2018	66510	140	-$7.12
13/12/2018	66520	140	-$5.17
13/12/2018	66530	140	-$15.20
13/12/2018	66550	140	-$63.78
13/12/2018	68050	170	$2.93
13/12/2018	68060	170	-$63.96
14/12/2018	61510	150	-$64.54
14/12/2018	61520	150	-$376.23
14/12/2018	61530	150	-$27.32
14/12/2018	61540	150	-$1.25
14/12/2018	61550	150	-$100.86
14/12/2018	61560	150	-$2.91
14/12/2018	61570	150	-$111.33
14/12/2018	62010	150	-$304.10
14/12/2018	62020	150	"-$1,053.79"
14/12/2018	62099	150	$9.26
14/12/2018	62510	120	-$207.97
14/12/2018	62520	120	-$137.28
14/12/2018	62530	120	-$26.72
14/12/2018	62550	120	-$16.21
14/12/2018	62560	120	-$1.09
14/12/2018	63050	150	-$11.34
14/12/2018	64000	150	$141.68
14/12/2018	64010	150	$46.23
14/12/2018	65540	110	-$181.56
14/12/2018	65550	110	-$20.94
14/12/2018	65570	110	-$3.86
14/12/2018	65590	110	-$3.18
14/12/2018	65600	110	-$14.74
14/12/2018	65610	110	-$30.24
14/12/2018	65690	110	-$41.19
14/12/2018	65700	110	-$19.64
14/12/2018	65710	110	-$724.19
14/12/2018	65730	110	-$1.18
14/12/2018	65740	110	-$570.13
14/12/2018	65750	110	-$762.41
14/12/2018	65760	110	-$8.80
14/12/2018	66020	130	-$61.48
14/12/2018	66040	130	-$3.52
14/12/2018	66050	130	-$41.27
14/12/2018	66070	130	-$0.93
14/12/2018	66080	130	-$2.84
14/12/2018	66090	130	-$6.05
14/12/2018	66100	130	-$6.22
14/12/2018	66110	130	-$0.59
14/12/2018	66120	130	-$2.17
14/12/2018	66130	130	-$88.40
14/12/2018	66510	140	-$6.63
14/12/2018	66520	140	-$4.81
14/12/2018	66530	140	-$14.16
14/12/2018	66550	140	-$59.39
14/12/2018	68050	170	$2.72
14/12/2018	68060	170	-$59.55
15/12/2018	61510	150	-$64.54
15/12/2018	61520	150	-$376.23
15/12/2018	61530	150	-$27.32
15/12/2018	61540	150	-$1.25
15/12/2018	61550	150	-$100.86
15/12/2018	61560	150	-$2.91
15/12/2018	61570	150	-$111.33
15/12/2018	62010	150	-$304.10
15/12/2018	62020	150	"-$1,053.79"
15/12/2018	62099	150	$9.26
15/12/2018	62510	120	-$207.97
15/12/2018	62520	120	-$137.28
15/12/2018	62530	120	-$26.72
15/12/2018	62550	120	-$16.21
15/12/2018	62560	120	-$1.09
15/12/2018	63050	150	-$11.34
15/12/2018	64000	150	$141.68
15/12/2018	64010	150	$46.23
15/12/2018	65540	110	-$181.56
15/12/2018	65550	110	-$20.94
15/12/2018	65570	110	-$3.86
15/12/2018	65590	110	-$3.18
15/12/2018	65600	110	-$14.74
15/12/2018	65610	110	-$30.24
15/12/2018	65690	110	-$41.19
15/12/2018	65700	110	-$19.64
15/12/2018	65710	110	-$724.19
15/12/2018	65730	110	-$1.18
15/12/2018	65740	110	-$570.13
15/12/2018	65750	110	-$762.41
15/12/2018	65760	110	-$8.80
15/12/2018	66020	130	-$61.48
15/12/2018	66040	130	-$3.52
15/12/2018	66050	130	-$41.27
15/12/2018	66070	130	-$0.93
15/12/2018	66080	130	-$2.84
15/12/2018	66090	130	-$6.05
15/12/2018	66100	130	-$6.22
15/12/2018	66110	130	-$0.59
15/12/2018	66120	130	-$2.17
15/12/2018	66130	130	-$88.40
15/12/2018	66510	140	-$6.63
15/12/2018	66520	140	-$4.81
15/12/2018	66530	140	-$14.16
15/12/2018	66550	140	-$59.39
15/12/2018	68050	170	$2.72
15/12/2018	68060	170	-$59.55
16/12/2018	61510	150	-$64.54
16/12/2018	61520	150	-$376.23
16/12/2018	61530	150	-$27.32
16/12/2018	61540	150	-$1.25
16/12/2018	61550	150	-$100.86
16/12/2018	61560	150	-$2.91
16/12/2018	61570	150	-$111.33
16/12/2018	62010	150	-$304.10
16/12/2018	62020	150	"-$1,053.79"
16/12/2018	62099	150	$9.26
16/12/2018	62510	120	-$207.97
16/12/2018	62520	120	-$137.28
16/12/2018	62530	120	-$26.72
16/12/2018	62550	120	-$16.21
16/12/2018	62560	120	-$1.09
16/12/2018	63050	150	-$11.34
16/12/2018	64000	150	$141.68
16/12/2018	64010	150	$46.23
16/12/2018	65540	110	-$181.56
16/12/2018	65550	110	-$20.94
16/12/2018	65570	110	-$3.86
16/12/2018	65590	110	-$3.18
16/12/2018	65600	110	-$14.74
16/12/2018	65610	110	-$30.24
16/12/2018	65690	110	-$41.19
16/12/2018	65700	110	-$19.64
16/12/2018	65710	110	-$724.19
16/12/2018	65730	110	-$1.18
16/12/2018	65740	110	-$570.13
16/12/2018	65750	110	-$762.41
16/12/2018	65760	110	-$8.80
16/12/2018	66020	130	-$61.48
16/12/2018	66040	130	-$3.52
16/12/2018	66050	130	-$41.27
16/12/2018	66070	130	-$0.93
16/12/2018	66080	130	-$2.84
16/12/2018	66090	130	-$6.05
16/12/2018	66100	130	-$6.22
16/12/2018	66110	130	-$0.59
16/12/2018	66120	130	-$2.17
16/12/2018	66130	130	-$88.40
16/12/2018	66510	140	-$6.63
16/12/2018	66520	140	-$4.81
16/12/2018	66530	140	-$14.16
16/12/2018	66550	140	-$59.39
16/12/2018	68050	170	$2.72
16/12/2018	68060	170	-$59.55
17/12/2018	61510	150	-$64.54
17/12/2018	61520	150	-$376.23
17/12/2018	61530	150	-$27.32
17/12/2018	61540	150	-$1.25
17/12/2018	61550	150	-$100.86
17/12/2018	61560	150	-$2.91
17/12/2018	61570	150	-$111.33
17/12/2018	62010	150	-$304.10
17/12/2018	62020	150	"-$1,053.79"
17/12/2018	62099	150	$9.26
17/12/2018	62510	120	-$207.97
17/12/2018	62520	120	-$137.28
17/12/2018	62530	120	-$26.72
17/12/2018	62550	120	-$16.21
17/12/2018	62560	120	-$1.09
17/12/2018	63050	150	-$11.34
17/12/2018	64000	150	$141.68
17/12/2018	64010	150	$46.23
17/12/2018	65540	110	-$181.56
17/12/2018	65550	110	-$20.94
17/12/2018	65570	110	-$3.86
17/12/2018	65590	110	-$3.18
17/12/2018	65600	110	-$14.74
17/12/2018	65610	110	-$30.24
17/12/2018	65690	110	-$41.19
17/12/2018	65700	110	-$19.64
17/12/2018	65710	110	-$724.19
17/12/2018	65730	110	-$1.18
17/12/2018	65740	110	-$570.13
17/12/2018	65750	110	-$762.41
17/12/2018	65760	110	-$8.80
17/12/2018	66020	130	-$61.48
17/12/2018	66040	130	-$3.52
17/12/2018	66050	130	-$41.27
17/12/2018	66070	130	-$0.93
17/12/2018	66080	130	-$2.84
17/12/2018	66090	130	-$6.05
17/12/2018	66100	130	-$6.22
17/12/2018	66110	130	-$0.59
17/12/2018	66120	130	-$2.17
17/12/2018	66130	130	-$88.40
17/12/2018	66510	140	-$6.63
17/12/2018	66520	140	-$4.81
17/12/2018	66530	140	-$14.16
17/12/2018	66550	140	-$59.39
17/12/2018	68050	170	$2.72
17/12/2018	68060	170	-$59.55
17/12/2018	71010	120	"$1,189.40"
17/12/2018	71020	120	$804.76
17/12/2018	71030	120	$132.46
17/12/2018	71050	120	$11.98
17/12/2018	71060	120	$11.35
17/12/2018	71070	120	-$24.89
17/12/2018	71080	120	$19.52
17/12/2018	71160	150	$48.78
17/12/2018	71170	150	$405.83
17/12/2018	71180	150	-$0.95
17/12/2018	71190	150	$2.60
17/12/2018	71200	150	$112.66
17/12/2018	71240	150	"$1,447.37"
17/12/2018	71299	150	-$47.59
17/12/2018	71310	150	"$3,653.22"
17/12/2018	71325	150	-$407.09
17/12/2018	71550	150	$219.47
17/12/2018	71560	140	-$151.17
17/12/2018	72010	110	"$2,983.01"
17/12/2018	72020	110	"$3,294.52"
17/12/2018	72050	140	$440.07
17/12/2018	72060	150	"$2,032.60"
17/12/2018	72070	150	"$3,354.56"
17/12/2018	72090	150	"$1,211.06"
17/12/2018	72110	160	"$3,266.02"
17/12/2018	72120	160	"$4,055.70"
17/12/2018	72130	160	"-$1,343.96"
17/12/2018	72140	160	"$1,644.85"
17/12/2018	72150	165	"$1,812.71"
17/12/2018	72160	170	"$2,883.44"
17/12/2018	72340	110	"$4,365.76"
17/12/2018	72340	150	"$3,243.52"
17/12/2018	72340	160	"$4,465.44"
17/12/2018	72340	165	$578.20
17/12/2018	72340	170	"$1,704.92"
17/12/2018	72999	150	-$223.77
17/12/2018	73010	110	$268.86
17/12/2018	73010	140	$9.91
17/12/2018	73010	150	$329.90
17/12/2018	73010	160	$315.94
17/12/2018	73010	165	$85.30
17/12/2018	73010	170	-$630.55
17/12/2018	73020	110	$140.14
17/12/2018	73020	140	$5.04
17/12/2018	73020	150	$198.02
17/12/2018	73020	160	$141.06
17/12/2018	73020	165	$46.34
17/12/2018	73020	170	$43.97
17/12/2018	73030	150	-$196.00
17/12/2018	73030	160	$22.40
17/12/2018	73030	170	$117.60
17/12/2018	73035	110	$70.24
17/12/2018	73035	150	$76.13
17/12/2018	73035	160	$102.45
17/12/2018	73035	165	$28.66
17/12/2018	73035	170	$26.28
17/12/2018	73040	110	$220.08
17/12/2018	73040	150	$229.08
17/12/2018	73040	160	$156.24
17/12/2018	73040	165	$45.36
17/12/2018	73040	170	$84.00
17/12/2018	73050	110	$11.04
17/12/2018	73050	140	$1.92
17/12/2018	73050	150	$79.02
17/12/2018	73050	160	$1.37
17/12/2018	73050	165	$21.78
17/12/2018	73050	170	$17.93
17/12/2018	73060	110	$60.48
17/12/2018	73060	150	$60.79
17/12/2018	73070	110	$613.06
17/12/2018	73070	150	$308.24
17/12/2018	73070	160	$212.06
17/12/2018	73070	165	$50.50
17/12/2018	73070	170	$50.50
17/12/2018	80990	110	"$1,743.16"
17/12/2018	81010	110	$84.00
17/12/2018	81030	160	$78.33
17/12/2018	81050	160	"$1,070.33"
17/12/2018	81060	160	"$2,172.88"
17/12/2018	81080	160	-$2.10
17/12/2018	81090	160	$57.76
17/12/2018	81100	160	-$60.43
17/12/2018	81110	160	$20.74
17/12/2018	81130	160	$102.78
17/12/2018	81140	160	-$285.60
17/12/2018	81150	160	$851.16
17/12/2018	81160	160	$109.31
17/12/2018	81170	160	$95.48
17/12/2018	81180	160	"$1,933.75"
17/12/2018	81190	160	$61.84
17/12/2018	81200	160	$170.97
17/12/2018	81210	160	-$114.60
17/12/2018	81220	160	$74.84
17/12/2018	81230	160	$43.36
17/12/2018	81240	160	$94.08
17/12/2018	81250	160	$86.68
17/12/2018	81270	160	$855.15
17/12/2018	81280	160	$108.19
17/12/2018	81330	160	$95.87
17/12/2018	81350	160	$13.20
17/12/2018	81900	165	$195.82
17/12/2018	82010	130	$393.01
17/12/2018	82050	150	$74.71
17/12/2018	82060	170	$906.24
17/12/2018	82070	150	$16.81
17/12/2018	83010	170	$26.58
17/12/2018	83020	130	$112.00
17/12/2018	83020	160	$465.79
17/12/2018	83020	170	$433.56
17/12/2018	83030	150	$225.81
17/12/2018	83050	170	$362.69
17/12/2018	83060	170	$90.62
17/12/2018	83070	170	$236.82
17/12/2018	84020	130	$279.72
17/12/2018	84020	170	$226.03
17/12/2018	85010	170	$263.91
17/12/2018	85510	170	$754.19
17/12/2018	86010	110	$250.45
17/12/2018	86010	150	$202.86
17/12/2018	86010	160	$65.99
17/12/2018	86010	165	$76.85
17/12/2018	86020	110	$33.75
17/12/2018	86020	120	$15.25
17/12/2018	86020	170	$19.42
17/12/2018	86030	110	$13.27
17/12/2018	86030	150	$141.34
17/12/2018	86040	110	$150.54
17/12/2018	86040	150	$98.32
17/12/2018	86050	110	$155.88
17/12/2018	86050	150	$102.42
17/12/2018	86050	160	$84.04
17/12/2018	86100	110	$72.47
17/12/2018	86100	150	$195.51
17/12/2018	86100	160	$29.09
17/12/2018	86100	170	$241.89
17/12/2018	86140	110	$99.90
17/12/2018	86150	110	$70.00
17/12/2018	86180	160	$37.33
17/12/2018	86200	150	$17.77
17/12/2018	86200	160	$37.19
17/12/2018	86270	150	$50.23
17/12/2018	86280	150	$451.70
17/12/2018	86290	150	$207.91
17/12/2018	86290	170	$48.57
17/12/2018	86310	150	$234.34
17/12/2018	86320	150	$56.50
17/12/2018	86330	150	$558.58
17/12/2018	86350	150	$112.50
17/12/2018	86360	150	$252.00
17/12/2018	86450	170	$58.39
18/12/2018	61510	150	-$64.54
18/12/2018	61520	150	-$376.23
18/12/2018	61530	150	-$27.32
18/12/2018	61540	150	-$1.25
18/12/2018	61550	150	-$100.86
18/12/2018	61560	150	-$2.91
18/12/2018	61570	150	-$111.33
18/12/2018	62010	150	-$304.10
18/12/2018	62020	150	"-$1,053.79"
18/12/2018	62099	150	$9.26
18/12/2018	62510	120	-$207.97
18/12/2018	62520	120	-$137.28
18/12/2018	62530	120	-$26.72
18/12/2018	62550	120	-$16.21
18/12/2018	62560	120	-$1.09
18/12/2018	63050	150	-$11.34
18/12/2018	64000	150	$141.68
18/12/2018	64010	150	$46.23
18/12/2018	65540	110	-$181.56
18/12/2018	65550	110	-$20.94
18/12/2018	65570	110	-$3.86
18/12/2018	65590	110	-$3.18
18/12/2018	65600	110	-$14.74
18/12/2018	65610	110	-$30.24
18/12/2018	65690	110	-$41.19
18/12/2018	65700	110	-$19.64
18/12/2018	65710	110	-$724.19
18/12/2018	65730	110	-$1.18
18/12/2018	65740	110	-$570.13
18/12/2018	65750	110	-$762.41
18/12/2018	65760	110	-$8.80
18/12/2018	66020	130	-$61.48
18/12/2018	66040	130	-$3.52
18/12/2018	66050	130	-$41.27
18/12/2018	66070	130	-$0.93
18/12/2018	66080	130	-$2.84
18/12/2018	66090	130	-$6.05
18/12/2018	66100	130	-$6.22
18/12/2018	66110	130	-$0.59
18/12/2018	66120	130	-$2.17
18/12/2018	66130	130	-$88.40
18/12/2018	66510	140	-$6.63
18/12/2018	66520	140	-$4.81
18/12/2018	66530	140	-$14.16
18/12/2018	66550	140	-$59.39
18/12/2018	68050	170	$2.72
18/12/2018	68060	170	-$59.55
19/12/2018	61510	150	-$86.05
19/12/2018	61520	150	-$501.64
19/12/2018	61530	150	-$36.43
19/12/2018	61540	150	-$1.67
19/12/2018	61550	150	-$134.48
19/12/2018	61560	150	-$3.88
19/12/2018	61570	150	-$148.44
19/12/2018	62010	150	-$405.47
19/12/2018	62020	150	"-$1,405.05"
19/12/2018	62099	150	$12.35
19/12/2018	62510	120	-$277.29
19/12/2018	62520	120	-$183.04
19/12/2018	62530	120	-$35.62
19/12/2018	62550	120	-$21.62
19/12/2018	62560	120	-$1.45
19/12/2018	63050	150	-$15.12
19/12/2018	64000	150	$188.91
19/12/2018	64010	150	$61.64
19/12/2018	65540	110	-$242.08
19/12/2018	65550	110	-$27.92
19/12/2018	65570	110	-$5.14
19/12/2018	65590	110	-$4.23
19/12/2018	65600	110	-$19.66
19/12/2018	65610	110	-$40.32
19/12/2018	65690	110	-$54.92
19/12/2018	65700	110	-$26.19
19/12/2018	65710	110	-$965.59
19/12/2018	65730	110	-$1.58
19/12/2018	65740	110	-$760.17
19/12/2018	65750	110	"-$1,016.54"
19/12/2018	65760	110	-$11.74
19/12/2018	66020	130	-$81.98
19/12/2018	66040	130	-$4.69
19/12/2018	66050	130	-$55.02
19/12/2018	66070	130	-$1.24
19/12/2018	66080	130	-$3.78
19/12/2018	66090	130	-$8.06
19/12/2018	66100	130	-$8.30
19/12/2018	66110	130	-$0.78
19/12/2018	66120	130	-$2.90
19/12/2018	66130	130	-$117.87
19/12/2018	66510	140	-$8.84
19/12/2018	66520	140	-$6.41
19/12/2018	66530	140	-$18.87
19/12/2018	66550	140	-$79.18
19/12/2018	68050	170	$3.63
19/12/2018	68060	170	-$79.40
20/12/2018	61510	150	-$69.32
20/12/2018	61520	150	-$404.10
20/12/2018	61530	150	-$29.34
20/12/2018	61540	150	-$1.34
20/12/2018	61550	150	-$108.33
20/12/2018	61560	150	-$3.12
20/12/2018	61570	150	-$119.58
20/12/2018	62010	150	-$326.62
20/12/2018	62020	150	"-$1,131.84"
20/12/2018	62099	150	$9.95
20/12/2018	62510	120	-$223.38
20/12/2018	62520	120	-$147.45
20/12/2018	62530	120	-$28.70
20/12/2018	62550	120	-$17.41
20/12/2018	62560	120	-$1.16
20/12/2018	63050	150	-$12.18
20/12/2018	64000	150	$152.18
20/12/2018	64010	150	$49.65
20/12/2018	65540	110	-$195.01
20/12/2018	65550	110	-$22.49
20/12/2018	65570	110	-$4.14
20/12/2018	65590	110	-$3.41
20/12/2018	65600	110	-$15.83
20/12/2018	65610	110	-$32.48
20/12/2018	65690	110	-$44.24
20/12/2018	65700	110	-$21.10
20/12/2018	65710	110	-$777.84
20/12/2018	65730	110	-$1.27
20/12/2018	65740	110	-$612.36
20/12/2018	65750	110	-$818.88
20/12/2018	65760	110	-$9.46
20/12/2018	66020	130	-$66.04
20/12/2018	66040	130	-$3.78
20/12/2018	66050	130	-$44.32
20/12/2018	66070	130	-$1.00
20/12/2018	66080	130	-$3.05
20/12/2018	66090	130	-$6.50
20/12/2018	66100	130	-$6.68
20/12/2018	66110	130	-$0.63
20/12/2018	66120	130	-$2.34
20/12/2018	66130	130	-$94.95
20/12/2018	66510	140	-$7.12
20/12/2018	66520	140	-$5.17
20/12/2018	66530	140	-$15.20
20/12/2018	66550	140	-$63.78
20/12/2018	68050	170	$2.93
20/12/2018	68060	170	-$63.96
21/12/2018	61510	150	-$64.54
21/12/2018	61520	150	-$376.23
21/12/2018	61530	150	-$27.32
21/12/2018	61540	150	-$1.25
21/12/2018	61550	150	-$100.86
21/12/2018	61560	150	-$2.91
21/12/2018	61570	150	-$111.33
21/12/2018	62010	150	-$304.10
21/12/2018	62020	150	"-$1,053.79"
21/12/2018	62099	150	$9.26
21/12/2018	62510	120	-$207.97
21/12/2018	62520	120	-$137.28
21/12/2018	62530	120	-$26.72
21/12/2018	62550	120	-$16.21
21/12/2018	62560	120	-$1.09
21/12/2018	63050	150	-$11.34
21/12/2018	64000	150	$141.68
21/12/2018	64010	150	$46.23
21/12/2018	65540	110	-$181.56
21/12/2018	65550	110	-$20.94
21/12/2018	65570	110	-$3.86
21/12/2018	65590	110	-$3.18
21/12/2018	65600	110	-$14.74
21/12/2018	65610	110	-$30.24
21/12/2018	65690	110	-$41.19
21/12/2018	65700	110	-$19.64
21/12/2018	65710	110	-$724.19
21/12/2018	65730	110	-$1.18
21/12/2018	65740	110	-$570.13
21/12/2018	65750	110	-$762.41
21/12/2018	65760	110	-$8.80
21/12/2018	66020	130	-$61.48
21/12/2018	66040	130	-$3.52
21/12/2018	66050	130	-$41.27
21/12/2018	66070	130	-$0.93
21/12/2018	66080	130	-$2.84
21/12/2018	66090	130	-$6.05
21/12/2018	66100	130	-$6.22
21/12/2018	66110	130	-$0.59
21/12/2018	66120	130	-$2.17
21/12/2018	66130	130	-$88.40
21/12/2018	66510	140	-$6.63
21/12/2018	66520	140	-$4.81
21/12/2018	66530	140	-$14.16
21/12/2018	66550	140	-$59.39
21/12/2018	68050	170	$2.72
21/12/2018	68060	170	-$59.55
22/12/2018	61510	150	-$64.54
22/12/2018	61520	150	-$376.23
22/12/2018	61530	150	-$27.32
22/12/2018	61540	150	-$1.25
22/12/2018	61550	150	-$100.86
22/12/2018	61560	150	-$2.91
22/12/2018	61570	150	-$111.33
22/12/2018	62010	150	-$304.10
22/12/2018	62020	150	"-$1,053.79"
22/12/2018	62099	150	$9.26
22/12/2018	62510	120	-$207.97
22/12/2018	62520	120	-$137.28
22/12/2018	62530	120	-$26.72
22/12/2018	62550	120	-$16.21
22/12/2018	62560	120	-$1.09
22/12/2018	63050	150	-$11.34
22/12/2018	64000	150	$141.68
22/12/2018	64010	150	$46.23
22/12/2018	65540	110	-$181.56
22/12/2018	65550	110	-$20.94
22/12/2018	65570	110	-$3.86
22/12/2018	65590	110	-$3.18
22/12/2018	65600	110	-$14.74
22/12/2018	65610	110	-$30.24
22/12/2018	65690	110	-$41.19
22/12/2018	65700	110	-$19.64
22/12/2018	65710	110	-$724.19
22/12/2018	65730	110	-$1.18
22/12/2018	65740	110	-$570.13
22/12/2018	65750	110	-$762.41
22/12/2018	65760	110	-$8.80
22/12/2018	66020	130	-$61.48
22/12/2018	66040	130	-$3.52
22/12/2018	66050	130	-$41.27
22/12/2018	66070	130	-$0.93
22/12/2018	66080	130	-$2.84
22/12/2018	66090	130	-$6.05
22/12/2018	66100	130	-$6.22
22/12/2018	66110	130	-$0.59
22/12/2018	66120	130	-$2.17
22/12/2018	66130	130	-$88.40
22/12/2018	66510	140	-$6.63
22/12/2018	66520	140	-$4.81
22/12/2018	66530	140	-$14.16
22/12/2018	66550	140	-$59.39
22/12/2018	68050	170	$2.72
22/12/2018	68060	170	-$59.55
23/12/2018	61510	150	-$64.54
23/12/2018	61520	150	-$376.23
23/12/2018	61530	150	-$27.32
23/12/2018	61540	150	-$1.25
23/12/2018	61550	150	-$100.86
23/12/2018	61560	150	-$2.91
23/12/2018	61570	150	-$111.33
23/12/2018	62010	150	-$304.10
23/12/2018	62020	150	"-$1,053.79"
23/12/2018	62099	150	$9.26
23/12/2018	62510	120	-$207.97
23/12/2018	62520	120	-$137.28
23/12/2018	62530	120	-$26.72
23/12/2018	62550	120	-$16.21
23/12/2018	62560	120	-$1.09
23/12/2018	63050	150	-$11.34
23/12/2018	64000	150	$141.68
23/12/2018	64010	150	$46.23
23/12/2018	65540	110	-$181.56
23/12/2018	65550	110	-$20.94
23/12/2018	65570	110	-$3.86
23/12/2018	65590	110	-$3.18
23/12/2018	65600	110	-$14.74
23/12/2018	65610	110	-$30.24
23/12/2018	65690	110	-$41.19
23/12/2018	65700	110	-$19.64
23/12/2018	65710	110	-$724.19
23/12/2018	65730	110	-$1.18
23/12/2018	65740	110	-$570.13
23/12/2018	65750	110	-$762.41
23/12/2018	65760	110	-$8.80
23/12/2018	66020	130	-$61.48
23/12/2018	66040	130	-$3.52
23/12/2018	66050	130	-$41.27
23/12/2018	66070	130	-$0.93
23/12/2018	66080	130	-$2.84
23/12/2018	66090	130	-$6.05
23/12/2018	66100	130	-$6.22
23/12/2018	66110	130	-$0.59
23/12/2018	66120	130	-$2.17
23/12/2018	66130	130	-$88.40
23/12/2018	66510	140	-$6.63
23/12/2018	66520	140	-$4.81
23/12/2018	66530	140	-$14.16
23/12/2018	66550	140	-$59.39
23/12/2018	68050	170	$2.72
23/12/2018	68060	170	-$59.55
24/12/2018	61510	150	-$64.54
24/12/2018	61520	150	-$376.23
24/12/2018	61530	150	-$27.32
24/12/2018	61540	150	-$1.25
24/12/2018	61550	150	-$100.86
24/12/2018	61560	150	-$2.91
24/12/2018	61570	150	-$111.33
24/12/2018	62010	150	-$304.10
24/12/2018	62020	150	"-$1,053.79"
24/12/2018	62099	150	$9.26
24/12/2018	62510	120	-$207.97
24/12/2018	62520	120	-$137.28
24/12/2018	62530	120	-$26.72
24/12/2018	62550	120	-$16.21
24/12/2018	62560	120	-$1.09
24/12/2018	63050	150	-$11.34
24/12/2018	64000	150	$141.68
24/12/2018	64010	150	$46.23
24/12/2018	65540	110	-$181.56
24/12/2018	65550	110	-$20.94
24/12/2018	65570	110	-$3.86
24/12/2018	65590	110	-$3.18
24/12/2018	65600	110	-$14.74
24/12/2018	65610	110	-$30.24
24/12/2018	65690	110	-$41.19
24/12/2018	65700	110	-$19.64
24/12/2018	65710	110	-$724.19
24/12/2018	65730	110	-$1.18
24/12/2018	65740	110	-$570.13
24/12/2018	65750	110	-$762.41
24/12/2018	65760	110	-$8.80
24/12/2018	66020	130	-$61.48
24/12/2018	66040	130	-$3.52
