Papeleria La Grandiosa
Reporte anual de ventas 2019

Fecha	Cuenta	Depto	Suma	
10/12/2019	86030	110	$14.60	
10/12/2019	86030	150	$155.47	
10/12/2019	86040	110	$165.59	
10/12/2019	86040	150	$108.15	
10/12/2019	86050	110	$171.47	
10/12/2019	86050	150	$112.66	
10/12/2019	86050	160	$92.44	
10/12/2019	86100	110	$79.72	
10/12/2019	86100	150	$215.06	
10/12/2019	86100	160	$32.00	
10/12/2019	86100	170	$266.08	
10/12/2019	86140	110	$109.89	
10/12/2019	86150	110	$77.00	
10/12/2019	86180	160	$41.06	
10/12/2019	86200	150	$19.55	
10/12/2019	86200	160	$40.91	
10/12/2019	86270	150	$55.25	
10/12/2019	86280	150	$496.87	
10/12/2019	86290	150	$228.70	
10/12/2019	86290	170	$53.43	
10/12/2019	86310	150	$257.77	
10/12/2019	86320	150	$62.15	
10/12/2019	86330	150	$614.44	
10/12/2019	86350	150	$123.75	
10/12/2019	86360	150	$277.20	
10/12/2019	86450	170	$64.23	
11/12/2019	61510	150	-$70.99	
11/12/2019	61520	150	-$413.85	
11/12/2019	61530	150	-$30.05	
11/12/2019	61540	150	-$1.38	
11/12/2019	61550	150	-$110.95	
11/12/2019	61560	150	-$3.20	
11/12/2019	61570	150	-$122.46	
11/12/2019	62010	150	-$334.51	
11/12/2019	62020	150	"-$1,159.17"	
11/12/2019	62099	150	$10.19	
11/12/2019	62510	120	-$228.77	
11/12/2019	62520	120	-$151.01	
11/12/2019	62530	120	-$29.39	
11/12/2019	62550	120	-$17.83	
11/12/2019	62560	120	-$1.20	
11/12/2019	63050	150	-$12.47	
11/12/2019	64000	150	$155.85	
11/12/2019	64010	150	$50.85	
11/12/2019	65540	110	-$199.72	
11/12/2019	65550	110	-$23.03	
11/12/2019	65570	110	-$4.25	
11/12/2019	65590	110	-$3.50	
11/12/2019	65600	110	-$16.21	
11/12/2019	65610	110	-$33.26	
11/12/2019	65690	110	-$45.31	
11/12/2019	65700	110	-$21.60	
11/12/2019	65710	110	-$796.61	
11/12/2019	65730	110	-$1.30	
11/12/2019	65740	110	-$627.14	
11/12/2019	65750	110	-$838.65	
11/12/2019	65760	110	-$9.68	
11/12/2019	66020	130	-$67.63	
11/12/2019	66040	130	-$3.87	
11/12/2019	66050	130	-$45.40	
11/12/2019	66070	130	-$1.02	
11/12/2019	66080	130	-$3.12	
11/12/2019	66090	130	-$6.66	
11/12/2019	66100	130	-$6.84	
11/12/2019	66110	130	-$0.65	
11/12/2019	66120	130	-$2.39	
11/12/2019	66130	130	-$97.24	
11/12/2019	66510	140	-$7.29	
11/12/2019	66520	140	-$5.29	
11/12/2019	66530	140	-$15.58	
11/12/2019	66550	140	-$65.33	
11/12/2019	68050	170	$2.99	
11/12/2019	68060	170	-$65.51	
12/12/2019	61510	150	-$94.66	
12/12/2019	61520	150	-$551.80	
12/12/2019	61530	150	-$40.07	
12/12/2019	61540	150	-$1.84	
12/12/2019	61550	150	-$147.93	
12/12/2019	61560	150	-$4.27	
12/12/2019	61570	150	-$163.28	
12/12/2019	62010	150	-$446.02	
12/12/2019	62020	150	"-$1,545.56"	
12/12/2019	62099	150	$13.59	
12/12/2019	62510	120	-$305.02	
12/12/2019	62520	120	-$201.34	
12/12/2019	62530	120	-$39.18	
12/12/2019	62550	120	-$23.78	
12/12/2019	62560	120	-$1.60	
12/12/2019	63050	150	-$16.63	
12/12/2019	64000	150	$207.80	
12/12/2019	64010	150	$67.80	
12/12/2019	65540	110	-$266.29	
12/12/2019	65550	110	-$30.71	
12/12/2019	65570	110	-$5.65	
12/12/2019	65590	110	-$4.65	
12/12/2019	65600	110	-$21.63	
12/12/2019	65610	110	-$44.35	
12/12/2019	65690	110	-$60.41	
12/12/2019	65700	110	-$28.81	
12/12/2019	65710	110	"-$1,062.15"	
12/12/2019	65730	110	-$1.74	
12/12/2019	65740	110	-$836.19	
12/12/2019	65750	110	"-$1,118.19"	
12/12/2019	65760	110	-$12.91	
12/12/2019	66020	130	-$90.18	
12/12/2019	66040	130	-$5.16	
12/12/2019	66050	130	-$60.52	
12/12/2019	66070	130	-$1.36	
12/12/2019	66080	130	-$4.16	
12/12/2019	66090	130	-$8.87	
12/12/2019	66100	130	-$9.13	
12/12/2019	66110	130	-$0.86	
12/12/2019	66120	130	-$3.19	
12/12/2019	66130	130	-$129.66	
12/12/2019	66510	140	-$9.72	
12/12/2019	66520	140	-$7.05	
12/12/2019	66530	140	-$20.76	
12/12/2019	66550	140	-$87.10	
12/12/2019	68050	170	$3.99	
12/12/2019	68060	170	-$87.34	
13/12/2019	61510	150	-$76.25	
13/12/2019	61520	150	-$444.51	
13/12/2019	61530	150	-$32.27	
13/12/2019	61540	150	-$1.47	
13/12/2019	61550	150	-$119.16	
13/12/2019	61560	150	-$3.43	
13/12/2019	61570	150	-$131.54	
13/12/2019	62010	150	-$359.28	
13/12/2019	62020	150	"-$1,245.02"	
13/12/2019	62099	150	$10.95	
13/12/2019	62510	120	-$245.72	
13/12/2019	62520	120	-$162.20	
13/12/2019	62530	120	-$31.57	
13/12/2019	62550	120	-$19.15	
13/12/2019	62560	120	-$1.28	
13/12/2019	63050	150	-$13.40	
13/12/2019	64000	150	$167.40	
13/12/2019	64010	150	$54.62	
13/12/2019	65540	110	-$214.51	
13/12/2019	65550	110	-$24.74	
13/12/2019	65570	110	-$4.55	
13/12/2019	65590	110	-$3.75	
13/12/2019	65600	110	-$17.41	
13/12/2019	65610	110	-$35.73	
13/12/2019	65690	110	-$48.66	
13/12/2019	65700	110	-$23.21	
13/12/2019	65710	110	-$855.62	
13/12/2019	65730	110	-$1.40	
13/12/2019	65740	110	-$673.60	
13/12/2019	65750	110	-$900.77	
13/12/2019	65760	110	-$10.41	
13/12/2019	66020	130	-$72.64	
13/12/2019	66040	130	-$4.16	
13/12/2019	66050	130	-$48.75	
13/12/2019	66070	130	-$1.10	
13/12/2019	66080	130	-$3.36	
13/12/2019	66090	130	-$7.15	
13/12/2019	66100	130	-$7.35	
13/12/2019	66110	130	-$0.69	
13/12/2019	66120	130	-$2.57	
13/12/2019	66130	130	-$104.45	
13/12/2019	66510	140	-$7.83	
13/12/2019	66520	140	-$5.69	
13/12/2019	66530	140	-$16.72	
13/12/2019	66550	140	-$70.16	
13/12/2019	68050	170	$3.22	
13/12/2019	68060	170	-$70.36	
14/12/2019	61510	150	-$70.99	
14/12/2019	61520	150	-$413.85	
14/12/2019	61530	150	-$30.05	
14/12/2019	61540	150	-$1.38	
14/12/2019	61550	150	-$110.95	
14/12/2019	61560	150	-$3.20	
14/12/2019	61570	150	-$122.46	
14/12/2019	62010	150	-$334.51	
14/12/2019	62020	150	"-$1,159.17"	
14/12/2019	62099	150	$10.19	
14/12/2019	62510	120	-$228.77	
14/12/2019	62520	120	-$151.01	
14/12/2019	62530	120	-$29.39	
14/12/2019	62550	120	-$17.83	
14/12/2019	62560	120	-$1.20	
14/12/2019	63050	150	-$12.47	
14/12/2019	64000	150	$155.85	
14/12/2019	64010	150	$50.85	
14/12/2019	65540	110	-$199.72	
14/12/2019	65550	110	-$23.03	
14/12/2019	65570	110	-$4.25	
14/12/2019	65590	110	-$3.50	
14/12/2019	65600	110	-$16.21	
14/12/2019	65610	110	-$33.26	
14/12/2019	65690	110	-$45.31	
14/12/2019	65700	110	-$21.60	
14/12/2019	65710	110	-$796.61	
14/12/2019	65730	110	-$1.30	
14/12/2019	65740	110	-$627.14	
14/12/2019	65750	110	-$838.65	
14/12/2019	65760	110	-$9.68	
14/12/2019	66020	130	-$67.63	
14/12/2019	66040	130	-$3.87	
14/12/2019	66050	130	-$45.40	
14/12/2019	66070	130	-$1.02	
14/12/2019	66080	130	-$3.12	
14/12/2019	66090	130	-$6.66	
14/12/2019	66100	130	-$6.84	
14/12/2019	66110	130	-$0.65	
14/12/2019	66120	130	-$2.39	
14/12/2019	66130	130	-$97.24	
14/12/2019	66510	140	-$7.29	
14/12/2019	66520	140	-$5.29	
14/12/2019	66530	140	-$15.58	
14/12/2019	66550	140	-$65.33	
14/12/2019	68050	170	$2.99	
14/12/2019	68060	170	-$65.51	
15/12/2019	61510	150	-$70.99	
15/12/2019	61520	150	-$413.85	
15/12/2019	61530	150	-$30.05	
15/12/2019	61540	150	-$1.38	
15/12/2019	61550	150	-$110.95	
15/12/2019	61560	150	-$3.20	
15/12/2019	61570	150	-$122.46	
15/12/2019	62010	150	-$334.51	
15/12/2019	62020	150	"-$1,159.17"	
15/12/2019	62099	150	$10.19	
15/12/2019	62510	120	-$228.77	
15/12/2019	62520	120	-$151.01	
15/12/2019	62530	120	-$29.39	
15/12/2019	62550	120	-$17.83	
15/12/2019	62560	120	-$1.20	
15/12/2019	63050	150	-$12.47	
15/12/2019	64000	150	$155.85	
15/12/2019	64010	150	$50.85	
15/12/2019	65540	110	-$199.72	
15/12/2019	65550	110	-$23.03	
15/12/2019	65570	110	-$4.25	
15/12/2019	65590	110	-$3.50	
15/12/2019	65600	110	-$16.21	
15/12/2019	65610	110	-$33.26	
15/12/2019	65690	110	-$45.31	
15/12/2019	65700	110	-$21.60	
15/12/2019	65710	110	-$796.61	
15/12/2019	65730	110	-$1.30	
15/12/2019	65740	110	-$627.14	
15/12/2019	65750	110	-$838.65	
15/12/2019	65760	110	-$9.68	
15/12/2019	66020	130	-$67.63	
15/12/2019	66040	130	-$3.87	
15/12/2019	66050	130	-$45.40	
15/12/2019	66070	130	-$1.02	
15/12/2019	66080	130	-$3.12	
15/12/2019	66090	130	-$6.66	
15/12/2019	66100	130	-$6.84	
15/12/2019	66110	130	-$0.65	
15/12/2019	66120	130	-$2.39	
15/12/2019	66130	130	-$97.24	
15/12/2019	66510	140	-$7.29	
15/12/2019	66520	140	-$5.29	
15/12/2019	66530	140	-$15.58	
15/12/2019	66550	140	-$65.33	
15/12/2019	68050	170	$2.99	
15/12/2019	68060	170	-$65.51	
16/12/2019	61510	150	-$70.99	
16/12/2019	61520	150	-$413.85	
16/12/2019	61530	150	-$30.05	
16/12/2019	61540	150	-$1.38	
16/12/2019	61550	150	-$110.95	
16/12/2019	61560	150	-$3.20	
16/12/2019	61570	150	-$122.46	
16/12/2019	62010	150	-$334.51	
16/12/2019	62020	150	"-$1,159.17"	
16/12/2019	62099	150	$10.19	
16/12/2019	62510	120	-$228.77	
16/12/2019	62520	120	-$151.01	
16/12/2019	62530	120	-$29.39	
16/12/2019	62550	120	-$17.83	
16/12/2019	62560	120	-$1.20	
16/12/2019	63050	150	-$12.47	
16/12/2019	64000	150	$155.85	
16/12/2019	64010	150	$50.85	
16/12/2019	65540	110	-$199.72	
16/12/2019	65550	110	-$23.03	
16/12/2019	65570	110	-$4.25	
16/12/2019	65590	110	-$3.50	
16/12/2019	65600	110	-$16.21	
16/12/2019	65610	110	-$33.26	
16/12/2019	65690	110	-$45.31	
16/12/2019	65700	110	-$21.60	
16/12/2019	65710	110	-$796.61	
16/12/2019	65730	110	-$1.30	
16/12/2019	65740	110	-$627.14	
16/12/2019	65750	110	-$838.65	
16/12/2019	65760	110	-$9.68	
16/12/2019	66020	130	-$67.63	
16/12/2019	66040	130	-$3.87	
16/12/2019	66050	130	-$45.40	
16/12/2019	66070	130	-$1.02	
16/12/2019	66080	130	-$3.12	
16/12/2019	66090	130	-$6.66	
16/12/2019	66100	130	-$6.84	
16/12/2019	66110	130	-$0.65	
16/12/2019	66120	130	-$2.39	
16/12/2019	66130	130	-$97.24	
16/12/2019	66510	140	-$7.29	
16/12/2019	66520	140	-$5.29	
16/12/2019	66530	140	-$15.58	
16/12/2019	66550	140	-$65.33	
16/12/2019	68050	170	$2.99	
16/12/2019	68060	170	-$65.51	
17/12/2019	61510	150	-$70.99	
17/12/2019	61520	150	-$413.85	
17/12/2019	61530	150	-$30.05	
17/12/2019	61540	150	-$1.38	
17/12/2019	61550	150	-$110.95	
17/12/2019	61560	150	-$3.20	
17/12/2019	61570	150	-$122.46	
17/12/2019	62010	150	-$334.51	
17/12/2019	62020	150	"-$1,159.17"	
17/12/2019	62099	150	$10.19	
17/12/2019	62510	120	-$228.77	
17/12/2019	62520	120	-$151.01	
17/12/2019	62530	120	-$29.39	
17/12/2019	62550	120	-$17.83	
17/12/2019	62560	120	-$1.20	
17/12/2019	63050	150	-$12.47	
17/12/2019	64000	150	$155.85	
17/12/2019	64010	150	$50.85	
17/12/2019	65540	110	-$199.72	
17/12/2019	65550	110	-$23.03	
17/12/2019	65570	110	-$4.25	
17/12/2019	65590	110	-$3.50	
17/12/2019	65600	110	-$16.21	
17/12/2019	65610	110	-$33.26	
17/12/2019	65690	110	-$45.31	
17/12/2019	65700	110	-$21.60	
17/12/2019	65710	110	-$796.61	
17/12/2019	65730	110	-$1.30	
17/12/2019	65740	110	-$627.14	
17/12/2019	65750	110	-$838.65	
17/12/2019	65760	110	-$9.68	
17/12/2019	66020	130	-$67.63	
17/12/2019	66040	130	-$3.87	
17/12/2019	66050	130	-$45.40	
17/12/2019	66070	130	-$1.02	
17/12/2019	66080	130	-$3.12	
17/12/2019	66090	130	-$6.66	
17/12/2019	66100	130	-$6.84	
17/12/2019	66110	130	-$0.65	
17/12/2019	66120	130	-$2.39	
17/12/2019	66130	130	-$97.24	
17/12/2019	66510	140	-$7.29	
17/12/2019	66520	140	-$5.29	
17/12/2019	66530	140	-$15.58	
17/12/2019	66550	140	-$65.33	
17/12/2019	68050	170	$2.99	
17/12/2019	68060	170	-$65.51	
17/12/2019	71010	120	"$1,308.34"	
17/12/2019	71020	120	$885.24	
17/12/2019	71030	120	$145.71	
17/12/2019	71050	120	$13.18	
17/12/2019	71060	120	$12.49	
17/12/2019	71070	120	-$27.38	
17/12/2019	71080	120	$21.47	
17/12/2019	71160	150	$53.66	
17/12/2019	71170	150	$446.41	
17/12/2019	71180	150	-$1.05	
17/12/2019	71190	150	$2.86	
17/12/2019	71200	150	$123.93	
17/12/2019	71240	150	"$1,592.11"	
17/12/2019	71299	150	-$52.35	
17/12/2019	71310	150	"$4,018.54"	
17/12/2019	71325	150	-$447.80	
17/12/2019	71550	150	$241.42	
17/12/2019	71560	140	-$166.29	
17/12/2019	72010	110	"$3,281.31"	
17/12/2019	72020	110	"$3,623.97"	
17/12/2019	72050	140	$484.08	
17/12/2019	72060	150	"$2,235.86"	
17/12/2019	72070	150	"$3,690.02"	
17/12/2019	72090	150	"$1,332.17"	
17/12/2019	72110	160	"$3,592.62"	
17/12/2019	72120	160	"$4,461.27"	
17/12/2019	72130	160	"-$1,478.36"	
17/12/2019	72140	160	"$1,809.34"	
17/12/2019	72150	165	"$1,993.98"	
17/12/2019	72160	170	"$3,171.78"	
17/12/2019	72340	110	"$4,802.34"	
17/12/2019	72340	150	"$3,567.87"	
17/12/2019	72340	160	"$4,911.98"	
17/12/2019	72340	165	$636.02	
17/12/2019	72340	170	"$1,875.41"	
17/12/2019	72999	150	-$246.15	
17/12/2019	73010	110	$295.75	
17/12/2019	73010	140	$10.90	
17/12/2019	73010	150	$362.89	
17/12/2019	73010	160	$347.53	
17/12/2019	73010	165	$93.83	
17/12/2019	73010	170	-$693.61	
17/12/2019	73020	110	$154.15	
17/12/2019	73020	140	$5.54	
17/12/2019	73020	150	$217.82	
17/12/2019	73020	160	$155.17	
17/12/2019	73020	165	$50.97	
17/12/2019	73020	170	$48.37	
17/12/2019	73030	150	-$215.60	
17/12/2019	73030	160	$24.64	
17/12/2019	73030	170	$129.36	
17/12/2019	73035	110	$77.26	
17/12/2019	73035	150	$83.74	
17/12/2019	73035	160	$112.70	
17/12/2019	73035	165	$31.53	
17/12/2019	73035	170	$28.91	
17/12/2019	73040	110	$242.09	
17/12/2019	73040	150	$251.99	
17/12/2019	73040	160	$171.86	
17/12/2019	73040	165	$49.90	
17/12/2019	73040	170	$92.40	
17/12/2019	73050	110	$12.14	
17/12/2019	73050	140	$2.11	
17/12/2019	73050	150	$86.92	
17/12/2019	73050	160	$1.51	
17/12/2019	73050	165	$23.96	
17/12/2019	73050	170	$19.72	
17/12/2019	73060	110	$66.53	
17/12/2019	73060	150	$66.87	
17/12/2019	73070	110	$674.37	
17/12/2019	73070	150	$339.06	
17/12/2019	73070	160	$233.27	
17/12/2019	73070	165	$55.55	
17/12/2019	73070	170	$55.55	
17/12/2019	80990	110	"$1,917.48"	
17/12/2019	81010	110	$92.40	
17/12/2019	81030	160	$86.16	
17/12/2019	81050	160	"$1,177.36"	
17/12/2019	81060	160	"$2,390.17"	
17/12/2019	81080	160	-$2.31	
17/12/2019	81090	160	$63.54	
17/12/2019	81100	160	-$66.47	
17/12/2019	81110	160	$22.81	
17/12/2019	81130	160	$113.06	
17/12/2019	81140	160	-$314.16	
17/12/2019	81150	160	$936.28	
17/12/2019	81160	160	$120.24	
17/12/2019	81170	160	$105.03	
17/12/2019	81180	160	"$2,127.13"	
17/12/2019	81190	160	$68.02	
17/12/2019	81200	160	$188.07	
17/12/2019	81210	160	-$126.06	
17/12/2019	81220	160	$82.32	
17/12/2019	81230	160	$47.70	
17/12/2019	81240	160	$103.49	
17/12/2019	81250	160	$95.35	
17/12/2019	81270	160	$940.67	
17/12/2019	81280	160	$119.01	
17/12/2019	81330	160	$105.46	
17/12/2019	81350	160	$14.52	
17/12/2019	81900	165	$215.40	
17/12/2019	82010	130	$432.31	
17/12/2019	82050	150	$82.18	
17/12/2019	82060	170	$996.86	
17/12/2019	82070	150	$18.49	
17/12/2019	83010	170	$29.24	
17/12/2019	83020	130	$123.20	
17/12/2019	83020	160	$512.37	
17/12/2019	83020	170	$476.92	
17/12/2019	83030	150	$248.39	
17/12/2019	83050	170	$398.96	
17/12/2019	83060	170	$99.68	
17/12/2019	83070	170	$260.50	
17/12/2019	84020	130	$307.69	
17/12/2019	84020	170	$248.63	
17/12/2019	85010	170	$290.30	
17/12/2019	85510	170	$829.61	
17/12/2019	86010	110	$275.50	
17/12/2019	86010	150	$223.15	
17/12/2019	86010	160	$72.59	
17/12/2019	86010	165	$84.54	
17/12/2019	86020	110	$37.13	
17/12/2019	86020	120	$16.78	
17/12/2019	86020	170	$21.36	
17/12/2019	86030	110	$14.60	
17/12/2019	86030	150	$155.47	
17/12/2019	86040	110	$165.59	
17/12/2019	86040	150	$108.15	
17/12/2019	86050	110	$171.47	
17/12/2019	86050	150	$112.66	
17/12/2019	86050	160	$92.44	
17/12/2019	86100	110	$79.72	
17/12/2019	86100	150	$215.06	
17/12/2019	86100	160	$32.00	
17/12/2019	86100	170	$266.08	
17/12/2019	86140	110	$109.89	
17/12/2019	86150	110	$77.00	
17/12/2019	86180	160	$41.06	
17/12/2019	86200	150	$19.55	
17/12/2019	86200	160	$40.91	
17/12/2019	86270	150	$55.25	
17/12/2019	86280	150	$496.87	
17/12/2019	86290	150	$228.70	
17/12/2019	86290	170	$53.43	
17/12/2019	86310	150	$257.77	
17/12/2019	86320	150	$62.15	
17/12/2019	86330	150	$614.44	
17/12/2019	86350	150	$123.75	
17/12/2019	86360	150	$277.20	
17/12/2019	86450	170	$64.23	
18/12/2019	61510	150	-$70.99	
18/12/2019	61520	150	-$413.85	
18/12/2019	61530	150	-$30.05	
18/12/2019	61540	150	-$1.38	
18/12/2019	61550	150	-$110.95	
18/12/2019	61560	150	-$3.20	
18/12/2019	61570	150	-$122.46	
18/12/2019	62010	150	-$334.51	
18/12/2019	62020	150	"-$1,159.17"	
18/12/2019	62099	150	$10.19	
18/12/2019	62510	120	-$228.77	
18/12/2019	62520	120	-$151.01	
18/12/2019	62530	120	-$29.39	
18/12/2019	62550	120	-$17.83	
18/12/2019	62560	120	-$1.20	
18/12/2019	63050	150	-$12.47	
18/12/2019	64000	150	$155.85	
18/12/2019	64010	150	$50.85	
18/12/2019	65540	110	-$199.72	
18/12/2019	65550	110	-$23.03	
18/12/2019	65570	110	-$4.25	
18/12/2019	65590	110	-$3.50	
18/12/2019	65600	110	-$16.21	
18/12/2019	65610	110	-$33.26	
18/12/2019	65690	110	-$45.31	
18/12/2019	65700	110	-$21.60	
18/12/2019	65710	110	-$796.61	
18/12/2019	65730	110	-$1.30	
18/12/2019	65740	110	-$627.14	
18/12/2019	65750	110	-$838.65	
18/12/2019	65760	110	-$9.68	
18/12/2019	66020	130	-$67.63	
18/12/2019	66040	130	-$3.87	
18/12/2019	66050	130	-$45.40	
18/12/2019	66070	130	-$1.02	
18/12/2019	66080	130	-$3.12	
18/12/2019	66090	130	-$6.66	
18/12/2019	66100	130	-$6.84	
18/12/2019	66110	130	-$0.65	
18/12/2019	66120	130	-$2.39	
18/12/2019	66130	130	-$97.24	
18/12/2019	66510	140	-$7.29	
18/12/2019	66520	140	-$5.29	
18/12/2019	66530	140	-$15.58	
18/12/2019	66550	140	-$65.33	
18/12/2019	68050	170	$2.99	
18/12/2019	68060	170	-$65.51	
19/12/2019	61510	150	-$94.66	
19/12/2019	61520	150	-$551.80	
19/12/2019	61530	150	-$40.07	
19/12/2019	61540	150	-$1.84	
19/12/2019	61550	150	-$147.93	
19/12/2019	61560	150	-$4.27	
19/12/2019	61570	150	-$163.28	
19/12/2019	62010	150	-$446.02	
19/12/2019	62020	150	"-$1,545.56"	
19/12/2019	62099	150	$13.59	
19/12/2019	62510	120	-$305.02	
19/12/2019	62520	120	-$201.34	
19/12/2019	62530	120	-$39.18	
19/12/2019	62550	120	-$23.78	
19/12/2019	62560	120	-$1.60	
19/12/2019	63050	150	-$16.63	
19/12/2019	64000	150	$207.80	
19/12/2019	64010	150	$67.80	
19/12/2019	65540	110	-$266.29	
19/12/2019	65550	110	-$30.71	
19/12/2019	65570	110	-$5.65	
19/12/2019	65590	110	-$4.65	
19/12/2019	65600	110	-$21.63	
19/12/2019	65610	110	-$44.35	
19/12/2019	65690	110	-$60.41	
19/12/2019	65700	110	-$28.81	
19/12/2019	65710	110	"-$1,062.15"	
19/12/2019	65730	110	-$1.74	
19/12/2019	65740	110	-$836.19	
19/12/2019	65750	110	"-$1,118.19"	
19/12/2019	65760	110	-$12.91	
19/12/2019	66020	130	-$90.18	
19/12/2019	66040	130	-$5.16	
19/12/2019	66050	130	-$60.52	
19/12/2019	66070	130	-$1.36	
19/12/2019	66080	130	-$4.16	
19/12/2019	66090	130	-$8.87	
19/12/2019	66100	130	-$9.13	
19/12/2019	66110	130	-$0.86	
19/12/2019	66120	130	-$3.19	
19/12/2019	66130	130	-$129.66	
19/12/2019	66510	140	-$9.72	
19/12/2019	66520	140	-$7.05	
19/12/2019	66530	140	-$20.76	
19/12/2019	66550	140	-$87.10	
19/12/2019	68050	170	$3.99	
19/12/2019	68060	170	-$87.34	
20/12/2019	61510	150	-$76.25	
20/12/2019	61520	150	-$444.51	
20/12/2019	61530	150	-$32.27	
20/12/2019	61540	150	-$1.47	
20/12/2019	61550	150	-$119.16	
20/12/2019	61560	150	-$3.43	
20/12/2019	61570	150	-$131.54	
20/12/2019	62010	150	-$359.28	
20/12/2019	62020	150	"-$1,245.02"	
20/12/2019	62099	150	$10.95	
20/12/2019	62510	120	-$245.72	
20/12/2019	62520	120	-$162.20	
20/12/2019	62530	120	-$31.57	
20/12/2019	62550	120	-$19.15	
20/12/2019	62560	120	-$1.28	
20/12/2019	63050	150	-$13.40	
20/12/2019	64000	150	$167.40	
20/12/2019	64010	150	$54.62	
20/12/2019	65540	110	-$214.51	
20/12/2019	65550	110	-$24.74	
20/12/2019	65570	110	-$4.55	
20/12/2019	65590	110	-$3.75	
20/12/2019	65600	110	-$17.41	
20/12/2019	65610	110	-$35.73	
20/12/2019	65690	110	-$48.66	
20/12/2019	65700	110	-$23.21	
20/12/2019	65710	110	-$855.62	
20/12/2019	65730	110	-$1.40	
20/12/2019	65740	110	-$673.60	
20/12/2019	65750	110	-$900.77	
20/12/2019	65760	110	-$10.41	
20/12/2019	66020	130	-$72.64	
20/12/2019	66040	130	-$4.16	
20/12/2019	66050	130	-$48.75	
20/12/2019	66070	130	-$1.10	
20/12/2019	66080	130	-$3.36	
20/12/2019	66090	130	-$7.15	
20/12/2019	66100	130	-$7.35	
20/12/2019	66110	130	-$0.69	
20/12/2019	66120	130	-$2.57	
20/12/2019	66130	130	-$104.45	
20/12/2019	66510	140	-$7.83	
20/12/2019	66520	140	-$5.69	
20/12/2019	66530	140	-$16.72	
20/12/2019	66550	140	-$70.16	
20/12/2019	68050	170	$3.22	
20/12/2019	68060	170	-$70.36	
21/12/2019	61510	150	-$70.99	
21/12/2019	61520	150	-$413.85	
21/12/2019	61530	150	-$30.05	
21/12/2019	61540	150	-$1.38	
21/12/2019	61550	150	-$110.95	
21/12/2019	61560	150	-$3.20	
21/12/2019	61570	150	-$122.46	
21/12/2019	62010	150	-$334.51	
21/12/2019	62020	150	"-$1,159.17"	
21/12/2019	62099	150	$10.19	
21/12/2019	62510	120	-$228.77	
21/12/2019	62520	120	-$151.01	
21/12/2019	62530	120	-$29.39	
21/12/2019	62550	120	-$17.83	
21/12/2019	62560	120	-$1.20	
21/12/2019	63050	150	-$12.47	
21/12/2019	64000	150	$155.85	
21/12/2019	64010	150	$50.85	
21/12/2019	65540	110	-$199.72	
21/12/2019	65550	110	-$23.03	
21/12/2019	65570	110	-$4.25	
21/12/2019	65590	110	-$3.50	
21/12/2019	65600	110	-$16.21	
21/12/2019	65610	110	-$33.26	
21/12/2019	65690	110	-$45.31	
21/12/2019	65700	110	-$21.60	
21/12/2019	65710	110	-$796.61	
21/12/2019	65730	110	-$1.30	
21/12/2019	65740	110	-$627.14	
21/12/2019	65750	110	-$838.65	
21/12/2019	65760	110	-$9.68	
21/12/2019	66020	130	-$67.63	
21/12/2019	66040	130	-$3.87	
21/12/2019	66050	130	-$45.40	
21/12/2019	66070	130	-$1.02	
21/12/2019	66080	130	-$3.12	
21/12/2019	66090	130	-$6.66	
21/12/2019	66100	130	-$6.84	
21/12/2019	66110	130	-$0.65	
21/12/2019	66120	130	-$2.39	
21/12/2019	66130	130	-$97.24	
21/12/2019	66510	140	-$7.29	
21/12/2019	66520	140	-$5.29	
21/12/2019	66530	140	-$15.58	
21/12/2019	66550	140	-$65.33	
21/12/2019	68050	170	$2.99	
21/12/2019	68060	170	-$65.51	
22/12/2019	61510	150	-$70.99	
22/12/2019	61520	150	-$413.85	
22/12/2019	61530	150	-$30.05	
22/12/2019	61540	150	-$1.38	
22/12/2019	61550	150	-$110.95	
22/12/2019	61560	150	-$3.20	
22/12/2019	61570	150	-$122.46	
22/12/2019	62010	150	-$334.51	
22/12/2019	62020	150	"-$1,159.17"	
22/12/2019	62099	150	$10.19	
22/12/2019	62510	120	-$228.77	
22/12/2019	62520	120	-$151.01	
22/12/2019	62530	120	-$29.39	
22/12/2019	62550	120	-$17.83	
22/12/2019	62560	120	-$1.20	
22/12/2019	63050	150	-$12.47	
22/12/2019	64000	150	$155.85	
22/12/2019	64010	150	$50.85	
22/12/2019	65540	110	-$199.72	
22/12/2019	65550	110	-$23.03	
22/12/2019	65570	110	-$4.25	
22/12/2019	65590	110	-$3.50	
22/12/2019	65600	110	-$16.21	
22/12/2019	65610	110	-$33.26	
22/12/2019	65690	110	-$45.31	
22/12/2019	65700	110	-$21.60	
22/12/2019	65710	110	-$796.61	
22/12/2019	65730	110	-$1.30	
22/12/2019	65740	110	-$627.14	
22/12/2019	65750	110	-$838.65	
22/12/2019	65760	110	-$9.68	
22/12/2019	66020	130	-$67.63	
22/12/2019	66040	130	-$3.87	
22/12/2019	66050	130	-$45.40	
22/12/2019	66070	130	-$1.02	
22/12/2019	66080	130	-$3.12	
22/12/2019	66090	130	-$6.66	
22/12/2019	66100	130	-$6.84	
22/12/2019	66110	130	-$0.65	
22/12/2019	66120	130	-$2.39	
22/12/2019	66130	130	-$97.24	
22/12/2019	66510	140	-$7.29	
22/12/2019	66520	140	-$5.29	
22/12/2019	66530	140	-$15.58	
